REPORT_DATE,RESPONDERS SHIFT,METHOD,OFFENSE,BLOCK,WARD,ANC,CENSUS_TRACT,NEIGHBORHOOD_CLUSTER,LATITUDE,LONGITUDE
2025-10-31 22:54:47+00:00,EVENING,OTHERS,THEFT F/AUTO,4200 - 4299 BLOCK OF GARRISON STREET NW,3,3E,1100,Cluster 11,38.955955,-77.08264797
2025-11-12 20:23:56+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1 - 99 BLOCK OF K STREET NE,6,6E,10601,Cluster 25,38.90251578,-77.00747584
2025-11-18 17:23:02+00:00,DAY,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,1,1A,2802,Cluster 2,38.92951689,-77.03272986
2025-11-21 00:00:11+00:00,EVENING,OTHERS,ROBBERY,2250 - 2301 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,8,8A,7401,Cluster 28,38.86337317,-76.99111886
2025-11-07 17:47:44+00:00,DAY,OTHERS,THEFT F/AUTO,21 - 72 BLOCK OF FLORIDA AVENUE NE,5,5F,8701,Cluster 21,38.90999057,-77.00717846
2025-11-09 10:36:14+00:00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,4400 - 4499 BLOCK OF BENNING ROAD NE,7,7F,9603,Cluster 32,38.8911252,-76.938586
2025-11-15 14:26:38+00:00,DAY,OTHERS,THEFT/OTHER,2200 - 2299 BLOCK OF M STREET NW,2,2A,5501,Cluster 5,38.90526517,-77.04946064
2025-11-13 18:42:05+00:00,DAY,OTHERS,ROBBERY,3600 - 3699 BLOCK OF RESERVOIR ROAD NW,2,2E,202,Cluster 4,38.91260335,-77.07187162
2025-11-16 21:41:52+00:00,EVENING,OTHERS,THEFT F/AUTO,200 - 299 BLOCK OF WALNUT STREET NW,4,4B,1702,Cluster 19,38.9718026,-77.01384362
2025-11-18 01:03:58+00:00,EVENING,OTHERS,THEFT F/AUTO,3400 - 3499 BLOCK OF 10TH PLACE SE,8,8C,7304,Cluster 39,38.84005572,-76.9920581
2025-11-23 03:27:22+00:00,EVENING,OTHERS,THEFT/OTHER,4800 - 4817 BLOCK OF GEORGIA AVENUE NW,4,4D,2201,Cluster 18,38.94862332,-77.02698422
2025-11-16 13:11:43+00:00,DAY,OTHERS,ROBBERY,900 - 931 BLOCK OF U STREET NW,1,1B,4402,Cluster 3,38.91699641,-77.02463447
2025-11-21 12:20:00+00:00,DAY,OTHERS,THEFT F/AUTO,M STREET NW AND 31ST STREET NW,2,2E,102,Cluster 4,38.90519048,-77.06118434
2025-11-22 22:08:27+00:00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,5100 - 5299 BLOCK OF ASTOR PLACE SE,7,7E,9905,Cluster 33,38.88688475,-76.9268286
2025-11-11 05:43:08+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,500 - 799 BLOCK OF RHODE ISLAND AVENUE NE,5,5F,9204,Cluster 21,38.920933,-76.99715701
2025-11-12 23:33:45+00:00,EVENING,OTHERS,THEFT F/AUTO,2400 - 2499 BLOCK OF SHANNON PLACE SE,8,8A,7401,Cluster 37,38.86300919,-76.9938902
2025-11-10 01:37:59+00:00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF K STREET NW,6,6E,4704,Cluster 8,38.90251513,-77.01015059
2025-11-15 00:29:44+00:00,EVENING,OTHERS,THEFT F/AUTO,5300 - 5499 BLOCK OF DRAKE PLACE SE,7,7E,9905,Cluster 33,38.88252474,-76.925472
2025-11-12 18:27:43+00:00,DAY,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF U STREET NW,2,2F,4300,Cluster 3,38.9169968,-77.03324151
2025-11-21 13:17:53+00:00,DAY,OTHERS,THEFT F/AUTO,SUNDERLAND PLACE NW AND 20TH STREET NW,2,2B,10700,Cluster 6,38.90806224,-77.0449218
2025-11-17 19:33:26+00:00,DAY,OTHERS,THEFT/OTHER,1520 - 1599 BLOCK OF 16TH STREET NW,2,2B,5202,Cluster 6,38.91075349,-77.0365191
2025-11-05 00:48:20+00:00,EVENING,OTHERS,THEFT F/AUTO,5200 - 5299 BLOCK OF BANKS PLACE NE,7,7C,7808,Cluster 31,38.89271678,-76.92661044
2025-11-05 23:26:48+00:00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 16TH STREET NW,2,2C,10100,Cluster 6,38.90313206,-77.03654102
2025-11-16 16:04:05+00:00,DAY,OTHERS,ROBBERY,300 - 348 BLOCK OF 50TH STREET SE,7,7E,9904,Cluster 33,38.88496727,-76.9307275
2025-11-20 01:00:06+00:00,EVENING,OTHERS,ROBBERY,2300 - 2399 BLOCK OF G STREET NW,2,2A,5602,Cluster 5,38.89832718,-77.05078361
2025-11-01 18:50:32+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,900 - 999 BLOCK OF 1ST STREET NW,6,6E,4702,Cluster 8,38.90191768,-77.01217444
2025-11-21 22:32:26+00:00,EVENING,OTHERS,THEFT/OTHER,5300 - 5399 BLOCK OF AMES STREET NE,7,7C,7808,Cluster 33,38.89077285,-76.92449133
2025-11-05 17:32:23+00:00,DAY,OTHERS,THEFT/OTHER,3700 - 3749 BLOCK OF NEWARK STREET NW,3,3A,1002,Cluster 14,38.93475141,-77.07328988
2025-11-15 04:00:29+00:00,EVENING,OTHERS,THEFT/OTHER,200 - 299 BLOCK OF RHODE ISLAND AVENUE NE,5,5F,9203,Cluster 21,38.91898522,-77.00277188
2025-11-14 15:53:39+00:00,DAY,OTHERS,BURGLARY,1700 - 1799 BLOCK OF HOLBROOK STREET NE,5,5D,8804,Cluster 23,38.90744217,-76.98068181
2025-11-04 02:37:47+00:00,EVENING,OTHERS,ROBBERY,500 - 599 BLOCK OF 14TH STREET SE,6,6B,6900,Cluster 26,38.88205207,-76.98550909
2025-11-06 21:18:10+00:00,EVENING,OTHERS,THEFT/OTHER,201 - 299 BLOCK OF M STREET NE,6,6C,10602,Cluster 25,38.90564594,-77.00255001
2025-11-12 15:23:35+00:00,DAY,GUN,ROBBERY,6900 - 7099 BLOCK OF GEORGIA AVENUE NW,4,4B,10300,Cluster 17,38.97471389,-77.02677553
2025-11-02 00:34:45+00:00,EVENING,OTHERS,THEFT/OTHER,50 - 55 BLOCK OF M STREET SE,6,8F,7202,Cluster 27,38.87648205,-77.00707886
2025-11-22 13:42:05+00:00,DAY,OTHERS,THEFT F/AUTO,1317 - 1340 BLOCK OF MAPLE VIEW PLACE SE,8,8A,7503,Cluster 28,38.86218414,-76.98892751
2025-11-17 21:03:21+00:00,EVENING,OTHERS,THEFT/OTHER,2112 - 2215 BLOCK OF 2ND STREET NW,5,5E,3301,Cluster 21,38.91941861,-77.01477567
2025-11-17 22:33:49+00:00,EVENING,OTHERS,THEFT/OTHER,5000 - 5099 BLOCK OF 12TH STREET NE,5,5A,9509,Cluster 20,38.95133692,-76.99055496
2025-11-17 23:10:41+00:00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF RHODE ISLAND AVENUE NW,2,2F,5203,Cluster 7,38.90838158,-77.03325433
2025-11-10 16:07:53+00:00,DAY,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF H STREET NE,6,6C,10602,Cluster 25,38.90020456,-77.00130465
2025-11-20 00:33:26+00:00,EVENING,OTHERS,THEFT F/AUTO,3400 - 3599 BLOCK OF WATER STREET NW,2,2E,202,Cluster 4,38.90416875,-77.06933715
2025-11-18 23:38:10+00:00,EVENING,OTHERS,THEFT/OTHER,1108 - 1199 BLOCK OF 12TH STREET NW,2,2F,5004,Cluster 8,38.90497499,-77.02808083
2025-11-23 03:38:10+00:00,EVENING,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF WESLEY PLACE SW,6,6D,10201,Cluster 9,38.87884621,-77.01623236
2025-11-17 21:04:09+00:00,EVENING,OTHERS,THEFT/OTHER,200 - 299 BLOCK OF ADAMS STREET NE,5,5F,9203,Cluster 21,38.92022738,-77.00276467
2025-11-11 00:07:48+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,300 - 399 BLOCK OF 63RD STREET NE,7,7C,7808,Cluster 31,38.89345358,-76.91092763
2025-11-17 12:39:43+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1400 - 1424 BLOCK OF MONTANA AVENUE NE,5,5C,9102,Cluster 22,38.92394191,-76.98487939
2025-11-24 04:15:21+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,5100 - 5299 BLOCK OF D STREET SE,7,7E,9905,Cluster 33,38.88350101,-76.92756985
2025-11-17 22:34:42+00:00,EVENING,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF 9TH STREET NE,6,6A,8100,Cluster 25,38.89418132,-76.9937543
2025-11-17 03:06:07+00:00,EVENING,OTHERS,THEFT/OTHER,3900 - 3999 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,8,8D,9807,Cluster 39,38.83256096,-77.00899726
2025-11-12 13:32:40+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,100 - 199 BLOCK OF RITTENHOUSE STREET NW,4,4B,1902,Cluster 17,38.96495392,-77.01289484
2025-11-25 20:12:54+00:00,EVENING,OTHERS,THEFT/OTHER,2300 - 3699 BLOCK OF NEW YORK AVENUE NE,5,5C,11100,Cluster 24,38.91713721,-76.96513406
2025-11-05 03:50:06+00:00,EVENING,OTHERS,THEFT/OTHER,5500 - 5529 BLOCK OF SOUTH DAKOTA AVENUE NE,4,4B,9507,Cluster 19,38.9556982,-77.00080184
2025-11-15 06:24:00+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,404 - 598 BLOCK OF 51ST STREET SE,7,7E,9904,Cluster 33,38.88196593,-76.92906501
2025-11-25 03:25:29+00:00,EVENING,OTHERS,THEFT/OTHER,3639 - 3649 BLOCK OF GEORGIA AVENUE NW,1,1E,3100,Cluster 2,38.93549724,-77.02417051
2025-11-26 02:52:45+00:00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,6,6E,4703,Cluster 8,38.90252073,-77.02091242
2025-11-12 02:19:52+00:00,EVENING,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF 10TH STREET NE,6,6A,8100,Cluster 25,38.89417882,-76.99264584
2025-11-15 09:52:32+00:00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,5200 - 5299 BLOCK OF HAYES STREET NE,7,7C,7804,Cluster 31,38.89974269,-76.92588905
2025-11-21 15:11:31+00:00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 2ND PLACE SE,8,8F,7203,Cluster 27,38.87700553,-77.00295395
2025-11-23 20:37:08+00:00,EVENING,OTHERS,THEFT F/AUTO,3100 - 3199 BLOCK OF GEORGIA AVENUE NW,1,1E,3100,Cluster 2,38.92952942,-77.02329798
2025-11-12 14:19:46+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1100 - 1199 BLOCK OF NEAL STREET NE,5,5D,8802,Cluster 23,38.90506785,-76.99011722
2025-11-19 19:48:55+00:00,DAY,OTHERS,THEFT/OTHER,3000 - 3049 BLOCK OF M STREET NW,2,2E,102,Cluster 4,38.90521284,-77.05966495
2025-11-03 20:48:37+00:00,EVENING,OTHERS,THEFT/OTHER,1600 - 1677 BLOCK OF WISCONSIN AVENUE NW,2,2E,102,Cluster 4,38.91163884,-77.06558018
2025-11-05 20:15:16+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,6200 - 6211 BLOCK OF 8TH STREET NW,4,4B,1901,Cluster 17,38.96525021,-77.02420402
2025-11-04 23:10:23+00:00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,1,1B,3500,Cluster 3,38.91723646,-77.02294573
2025-11-22 03:23:51+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3033 - 3098 BLOCK OF STANTON ROAD SE,8,8C,7404,Cluster 38,38.85240315,-76.98231291
2025-11-17 22:02:56+00:00,EVENING,OTHERS,THEFT/OTHER,1600 - 1619 BLOCK OF 15TH STREET NW,2,2B,5202,Cluster 6,38.91149845,-77.03455476
2025-11-18 12:32:28+00:00,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF BATES STREET NW,5,5E,4600,Cluster 21,38.91038028,-77.01060679
2025-11-20 12:32:28+00:00,DAY,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF RIDGE STREET NW,2,2G,4802,Cluster 7,38.90644757,-77.01755545
2025-11-09 19:23:38+00:00,DAY,OTHERS,THEFT/OTHER,2015 - 2099 BLOCK OF P STREET NW,2,2B,5502,Cluster 6,38.90964006,-77.04619649
2025-11-09 20:24:29+00:00,EVENING,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF POTOMAC AVENUE SE,7,7D,6802,Cluster 26,38.88332726,-76.97813129
2025-11-17 18:33:19+00:00,DAY,OTHERS,THEFT/OTHER,2201 - 2299 BLOCK OF 10TH STREET NW,1,1B,4401,Cluster 3,38.91985716,-77.0259927
2025-11-08 17:33:09+00:00,DAY,OTHERS,THEFT F/AUTO,16TH STREET NE AND WEST VIRGINIA AVENUE NE,5,5C,8803,Cluster 23,38.9153435,-76.98027425
2025-11-04 20:23:11+00:00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,1303 - 1358 BLOCK OF CONGRESS STREET SE,8,8E,7304,Cluster 38,38.84240843,-76.98646536
2025-11-01 08:12:14+00:00,MIDNIGHT,GUN,ROBBERY,108 - 149 BLOCK OF IRVINGTON STREET SW,8,8D,10900,Cluster 39,38.82066987,-77.00902127
2025-11-20 16:33:06+00:00,DAY,OTHERS,THEFT/OTHER,200 - 299 BLOCK OF I STREET NE,6,6C,10602,Cluster 25,38.90132418,-77.00280209
2025-11-01 16:31:25+00:00,DAY,OTHERS,THEFT/OTHER,1100 - 1129 BLOCK OF CONNECTICUT AVENUE NW,2,2C,10700,Cluster 6,38.90423795,-77.0402985
2025-11-27 20:54:47+00:00,EVENING,OTHERS,THEFT/OTHER,4800 - 4899 BLOCK OF MASSACHUSETTS AVENUE NW,3,3E,1003,Cluster 11,38.94512631,-77.09578162
2025-11-27 15:14:34+00:00,DAY,OTHERS,THEFT/OTHER,2200 - 2299 BLOCK OF I STREET NW,2,2A,10800,Cluster 5,38.90069883,-77.04947603
2025-11-27 01:40:07+00:00,EVENING,OTHERS,ROBBERY,1847 - 1999 BLOCK OF CALVERT STREET NW,1,1C,3902,Cluster 1,38.92323722,-77.0460179
2025-11-27 16:48:24+00:00,DAY,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF 51ST STREET NE,7,7C,7809,Cluster 31,38.90078475,-76.92712763
2025-11-27 09:28:36+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,3800 - 3899 BLOCK OF 14TH STREET NW,4,4C,2504,Cluster 18,38.93828881,-77.03272951
2025-11-28 02:14:35+00:00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF INDIANA AVENUE NW,2,2C,5801,Cluster 8,38.89414394,-77.02090616
2025-11-01 19:40:42+00:00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,1,1A,2802,Cluster 2,38.92951689,-77.03272986
2025-11-13 12:18:42+00:00,DAY,OTHERS,THEFT F/AUTO,400 - 499 BLOCK OF FLORIDA AVENUE NE,5,5D,8803,Cluster 23,38.90693155,-76.99995469
2025-11-02 04:10:34+00:00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1003 - 1099 BLOCK OF 8TH STREET NE,6,6A,10602,Cluster 25,38.90326135,-76.99495907
2025-11-09 11:30:37+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF M STREET NW,2,2C,10700,Cluster 6,38.90565389,-77.04256765
2025-11-09 18:57:33+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1200 - 1399 BLOCK OF DELAWARE AVENUE SW,6,6D,11001,Cluster 9,38.8746523,-77.01443782
2025-11-19 23:56:50+00:00,EVENING,OTHERS,THEFT F/AUTO,2800 - 2899 BLOCK OF WISCONSIN AVENUE NW,3,3A,704,Cluster 14,38.9268556,-77.07318789
2025-11-22 21:01:59+00:00,EVENING,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF NEW JERSEY AVENUE NW,6,6E,4702,Cluster 8,38.90075938,-77.01311092
2025-11-12 12:27:31+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,4400 - 4415 BLOCK OF 39TH STREET NW,3,3E,1200,Cluster 11,38.94668536,-77.07703051
2025-11-13 02:41:53+00:00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF F STREET NW,2,2C,5802,Cluster 8,38.89733896,-77.02885491
2025-11-23 01:08:44+00:00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF MASSACHUSETTS AVENUE NE,6,6C,10603,Cluster 25,38.89720394,-77.00838793
2025-11-12 21:00:59+00:00,EVENING,OTHERS,THEFT F/AUTO,4500 - 4599 BLOCK OF GEORGIA AVENUE NW,4,4D,2400,Cluster 18,38.94559224,-77.02647216
2025-11-16 14:56:37+00:00,DAY,OTHERS,THEFT/OTHER,2206 - 2399 BLOCK OF RHODE ISLAND AVENUE NE,5,5C,11100,Cluster 22,38.93063473,-76.97290887
2025-11-12 20:50:49+00:00,EVENING,OTHERS,ROBBERY,3846 - 3999 BLOCK OF SOUTH CAPITOL STREET,8,8D,9807,Cluster 39,38.8324785,-77.00825755
2025-11-17 23:29:01+00:00,EVENING,OTHERS,THEFT/OTHER,6600 - 6699 BLOCK OF GEORGIA AVENUE NW,4,4A,1804,Cluster 17,38.970699,-77.02719683
2025-11-19 17:52:20+00:00,DAY,OTHERS,THEFT/OTHER,1611 - 1699 BLOCK OF IRVING STREET NW,1,1D,2702,Cluster 2,38.92876495,-77.03811005
2025-11-26 19:10:52+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,2542 - 2699 BLOCK OF REED STREET NE,5,5B,9302,Cluster 21,38.92358276,-76.99385621
2025-11-04 04:10:40+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,700 - 899 BLOCK OF 3RD STREET SW,6,6D,10500,Cluster 9,38.88028138,-77.0151865
2025-11-21 04:15:50+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,4,4B,1702,Cluster 17,38.97483787,-77.01432486
2025-11-06 15:12:32+00:00,DAY,OTHERS,BURGLARY,1800 - 1899 BLOCK OF BILTMORE STREET NW,1,1C,4001,Cluster 1,38.92232908,-77.04392948
2025-11-11 20:06:14+00:00,EVENING,OTHERS,THEFT F/AUTO,6900 - 6999 BLOCK OF WILLOW STREET NW,4,4B,1702,Cluster 17,38.97354038,-77.01459244
2025-11-03 21:18:38+00:00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF MASSACHUSETTS AVENUE NE,6,6C,10603,Cluster 25,38.89720394,-77.00838793
2025-11-16 07:59:33+00:00,MIDNIGHT,OTHERS,ROBBERY,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,5,5E,4600,Cluster 21,38.90764277,-77.00905302
2025-11-20 22:34:24+00:00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF P STREET NW,2,2G,4801,Cluster 7,38.9096403,-77.01761123
2025-11-21 06:36:03+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,2,2C,10100,Cluster 8,38.90452619,-77.03261406
2025-11-26 02:46:03+00:00,EVENING,OTHERS,THEFT F/AUTO,1850 - 1947 BLOCK OF BILTMORE STREET NW,1,1C,4001,Cluster 1,38.92232596,-77.04549031
2025-11-01 00:38:25+00:00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,4,4B,1702,Cluster 17,38.97483787,-77.01432486
2025-11-19 16:42:03+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,5000 - 5099 BLOCK OF CALL PLACE SE,7,7E,9904,Cluster 33,38.88448205,-76.9296746
2025-11-21 16:04:00+00:00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF 22ND STREET NW,2,2A,10800,Cluster 5,38.90138977,-77.04882919
2025-11-24 05:15:32+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF SHEPHERD STREET NW,4,4C,2504,Cluster 18,38.93973997,-77.03363183
2025-11-26 14:42:12+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1000 - 1099 BLOCK OF 3RD STREET NE,6,6C,10602,Cluster 25,38.90312227,-77.00203989
2025-11-26 16:21:22+00:00,DAY,OTHERS,THEFT/OTHER,1851 - 2008 BLOCK OF WISCONSIN AVENUE NW,2,2E,102,Cluster 4,38.91622593,-77.06816488
2025-11-21 03:53:16+00:00,EVENING,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF 11TH STREET NE,6,6A,8402,Cluster 25,38.89955404,-76.99152591
2025-11-03 21:01:58+00:00,EVENING,OTHERS,THEFT/OTHER,4400 - 4499 BLOCK OF BENNING ROAD NE,7,7F,9603,Cluster 32,38.8911252,-76.938586
2025-11-07 10:10:31+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,2800 - 2899 BLOCK OF POMEROY ROAD SE,8,8C,7401,Cluster 37,38.85584667,-76.99552873
2025-10-31 22:27:47+00:00,EVENING,OTHERS,THEFT/OTHER,4227 - 4399 BLOCK OF CONNECTICUT AVENUE NW,3,3F,1303,Cluster 12,38.94486864,-77.06391585
2025-11-03 18:35:41+00:00,DAY,OTHERS,THEFT F/AUTO,2200 - 2274 BLOCK OF CATHEDRAL AVENUE NW,3,3C,501,Cluster 15,38.92667381,-77.05098429
2025-11-25 23:43:50+00:00,EVENING,OTHERS,THEFT/OTHER,6500 - 6599 BLOCK OF PINEY BRANCH ROAD NW,4,4B,1901,Cluster 17,38.96927936,-77.02573725
2025-11-08 09:06:14+00:00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,2620 - 2711 BLOCK OF GEORGIA AVENUE NW,1,1E,3500,Cluster 2,38.92498377,-77.02263858
2025-11-06 04:05:20+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,3900 - 3999 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,8,8D,9807,Cluster 39,38.83256096,-77.00899726
2025-11-07 20:47:43+00:00,EVENING,OTHERS,THEFT F/AUTO,5700 - 5711 BLOCK OF 14TH STREET NW,4,4E,2001,Cluster 18,38.95881704,-77.03342543
2025-11-10 13:50:29+00:00,DAY,OTHERS,BURGLARY,3400 - 3499 BLOCK OF 18TH STREET SE,8,8E,7409,Cluster 38,38.84549514,-76.97815238
2025-11-18 04:45:07+00:00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,7400 - 7499 BLOCK OF 9TH STREET NW,4,4B,10300,Cluster 17,38.98041676,-77.02540773
2025-11-25 14:53:50+00:00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,1,1B,3500,Cluster 3,38.91723646,-77.02294573
2025-11-20 12:33:41+00:00,DAY,OTHERS,THEFT/OTHER,1600 - 1624 BLOCK OF TRINIDAD AVENUE NE,5,5D,8804,Cluster 23,38.90620035,-76.98416984
2025-11-02 00:17:32+00:00,EVENING,OTHERS,THEFT/OTHER,1300 - 1319 BLOCK OF CONGRESS STREET SE,8,8C,7304,Cluster 38,38.84198259,-76.98798565
2025-11-26 17:04:03+00:00,DAY,OTHERS,THEFT/OTHER,1700 - 1733 BLOCK OF EUCLID STREET NW,1,1C,3802,Cluster 1,38.92313777,-77.03961023
2025-11-23 05:01:01+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,5000 - 5069 BLOCK OF BENNING ROAD SE,7,7E,7707,Cluster 33,38.8775843,-76.93126157
2025-11-24 02:32:27+00:00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF E STREET SE,6,6B,6900,Cluster 26,38.88283903,-76.98690862
2025-11-03 22:41:16+00:00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,2,2C,10100,Cluster 8,38.90452619,-77.03261406
2025-11-10 02:19:17+00:00,EVENING,OTHERS,THEFT/OTHER,2032 - 2099 BLOCK OF WEST VIRGINIA AVENUE NE,5,5D,8803,Cluster 23,38.91448669,-76.98124005
2025-11-21 16:54:59+00:00,DAY,OTHERS,THEFT/OTHER,1416 - 1499 BLOCK OF S STREET NW,2,2F,5202,Cluster 7,38.91409295,-77.03389982
2025-11-20 22:51:42+00:00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF UPSHUR STREET NW,4,4C,2503,Cluster 18,38.94186998,-77.02782118
2025-11-26 15:53:20+00:00,DAY,OTHERS,THEFT/OTHER,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,3,3C,501,Cluster 15,38.92419981,-77.05190312
2025-11-26 19:00:07+00:00,DAY,OTHERS,THEFT/OTHER,4000 - 4099 BLOCK OF GEORGIA AVENUE NW,4,4C,2503,Cluster 18,38.94027739,-77.02510206
2025-10-31 20:01:48+00:00,EVENING,OTHERS,THEFT/OTHER,1700 - 1780 BLOCK OF U STREET NW,2,2B,4201,Cluster 6,38.91700401,-77.03984817
2025-11-15 12:26:36+00:00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF PENNSYLVANIA AVENUE NW,2,2A,10800,Cluster 5,38.90101103,-77.04577645
2025-11-25 17:38:31+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,100 - 222 BLOCK OF 35TH STREET NE,7,7F,9603,Cluster 32,38.89182502,-76.95397954
2025-11-26 12:32:56+00:00,DAY,OTHERS,THEFT/OTHER,3000 - 3099 BLOCK OF 12TH STREET NE,5,5B,9301,Cluster 22,38.92809571,-76.99064499
2025-11-08 05:33:41+00:00,MIDNIGHT,KNIFE,THEFT/OTHER,1200 - 1253 BLOCK OF 1ST STREET SE,8,8F,7201,Cluster 27,38.87593927,-77.00586656
2025-11-16 17:47:41+00:00,DAY,OTHERS,BURGLARY,100 - 399 BLOCK OF TAYLOR STREET NE,5,5A,9510,Cluster 19,38.9407399,-77.00368248
2025-11-04 21:33:27+00:00,EVENING,OTHERS,THEFT/OTHER,1900 - 1999 BLOCK OF 8TH STREET NW,1,1B,4402,Cluster 3,38.91614096,-77.02294272
2025-11-04 03:50:41+00:00,EVENING,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF 51ST STREET NE,7,7C,7809,Cluster 31,38.90078475,-76.92712763
2025-11-19 03:08:26+00:00,EVENING,OTHERS,BURGLARY,1100 - 1199 BLOCK OF 1ST STREET SE,6,8F,7202,Cluster 27,38.87700542,-77.00587433
2025-11-20 16:44:30+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF H STREET NE,6,6A,8402,Cluster 25,38.9001987,-76.98690624
2025-11-18 06:17:53+00:00,MIDNIGHT,GUN,THEFT/OTHER,BLAINE STREET NE AND BURNS STREET NE,7,7F,9603,Cluster 32,38.89189578,-76.9503529
2025-11-13 08:44:57+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,3844 - 3899 BLOCK OF MINNESOTA AVENUE NE,7,7F,9603,Cluster 32,38.89316409,-76.9506108
2025-11-15 00:50:18+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,14TH STREET NW AND FAIRMONT STREET NW,1,1A,3600,Cluster 2,38.92475568,-77.03224217
2025-11-02 16:43:46+00:00,DAY,OTHERS,THEFT/OTHER,1048 - 1099 BLOCK OF WISCONSIN AVENUE NW,2,2E,102,Cluster 4,38.90457854,-77.06279384
