X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
396217.890000001,138008.23,25166141,2025/11/01 18:36:22+00,DAY,OTHERS,ROBBERY,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,396217.89,138008.23,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 14,38.9099274291,-77.0436069637,GOLDEN TRIANGLE,2025/11/01 09:01:00+00,2025/11/01 11:08:00+00,844512253,
398594.850000001,138960.949999999,25166875,2025/11/02 20:00:25+00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,200 - 399 BLOCK OF V STREET NW,398594.85,138960.95,1,1B,3,306,Cluster 3,003400 1,003400,Precinct 20,38.9185168643,-77.0162030462,,2025/11/02 19:15:00+00,2025/11/02 19:58:00+00,844512254,
405964.509999998,134419.23,25166922,2025/11/02 22:10:31+00,EVENING,OTHERS,THEFT/OTHER,5000 - 5069 BLOCK OF BENNING ROAD SE,405964.51,134419.23,7,7E,6,604,Cluster 33,007707 3,007707,Precinct 106,38.8775843035,-76.9312615719,,2025/11/02 21:12:00+00,2025/11/02 22:10:00+00,844512255,
397497.82,138792.809999999,25166992,2025/11/03 01:08:03+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF U STREET NW,397497.82,138792.81,1,1B,3,305,Cluster 3,004401 1,004401,Precinct 22,38.9169997651,-77.0288524899,,2025/11/02 23:24:00+00,2025/11/03 00:23:00+00,844512256,
400840.659999996,139142.940000001,25167504,2025/11/03 23:12:19+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,400840.66,139142.94,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9201570109,-76.9903059701,,2025/11/03 22:37:00+00,2025/11/03 23:09:00+00,844512257,
396525.450000003,138714.059999999,25168077,2025/11/04 23:51:16+00,EVENING,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF WILLARD STREET NW,396525.45,138714.06,2,2B,3,301,Cluster 6,004201 2,004201,Precinct 141,38.9162870527,-77.0400644312,,2025/11/04 17:05:00+00,2025/11/04 18:30:00+00,844512258,
398366.18,143174.940000001,25168234,2025/11/05 05:42:41+00,MIDNIGHT,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF KENNEDY STREET NW,398366.18,143174.94,4,4D,4,403,Cluster 18,002102 6,002102,Precinct 56,38.9564773368,-77.0188499162,,2025/11/05 04:50:00+00,2025/11/05 05:32:00+00,844512259,
397198.399999999,143908.390000001,25168487,2025/11/05 19:38:17+00,DAY,OTHERS,THEFT/OTHER,1328 - 1399 BLOCK OF PEABODY STREET NW,397198.4,143908.39,4,4A,4,402,Cluster 17,001804 3,001804,Precinct 60,38.9630814941,-77.0323259719,,2025/10/03 17:14:00+00,2025/11/05 19:34:00+00,844512260,
394573.530000001,137844.390000001,25168603,2025/11/05 23:18:08+00,EVENING,OTHERS,THEFT F/AUTO,3100 - 3199 BLOCK OF O STREET NW,394573.53,137844.39,2,2E,2,206,Cluster 4,000102 2,000102,Precinct 5,38.9084428883,-77.0625648024,,2025/11/05 20:00:00+00,2025/11/05 22:00:00+00,844512261,
399950.530000001,139566.719999999,25169243,2025/11/07 00:56:47+00,EVENING,OTHERS,THEFT F/AUTO,2600 - 2699 BLOCK OF 4TH STREET NE,399950.53,139566.72,5,5F,5,502,Cluster 21,009204 1,009204,Precinct 74,38.9239749584,-77.0005704914,,2025/10/18 22:00:00+00,2025/10/23 15:30:00+00,844512262,
398186.039999999,137185.329999998,25170185,2025/11/09 15:54:24+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,398186.04,137185.33,6,6E,1,101,Cluster 8,004703 2,004703,Precinct 18,38.902520725,-77.0209124198,MOUNT VERNON TRIANGLE CID,2025/11/08 18:37:00+00,2025/11/08 19:01:00+00,844512650,
397979.880000003,140183.57,25170532,2025/11/09 12:00:19+00,MIDNIGHT,OTHERS,THEFT F/AUTO,3100 - 3199 BLOCK OF GEORGIA AVENUE NW,397979.88,140183.57,1,1E,4,409,Cluster 2,003100 1,003100,Precinct 38,38.9295294163,-77.0232979775,,2025/11/09 11:20:00+00,,844512651,
397700.460000001,136611.23,25170702,2025/11/09 19:40:41+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,397700.46,136611.23,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.8973478904,-77.0265085554,DOWNTOWN,2025/11/09 18:53:00+00,2025/11/09 18:57:00+00,844512652,
396833.219999999,138264.559999999,25425094,2025/11/26 14:01:56+00,DAY,OTHERS,THEFT/OTHER,1620 - 1699 BLOCK OF 16TH STREET NW,396833.22,138264.56,2,2B,3,301,Cluster 6,005202 2,005202,Precinct 16,38.9122389692,-77.0365135162,,2025/11/24 06:40:00+00,2025/11/24 16:00:00+00,844516736,
398127.740000002,140238.640000001,25166229,2025/11/01 15:40:44+00,DAY,OTHERS,THEFT F/AUTO,500 - 699 BLOCK OF KENYON STREET NW,398127.74,140238.64,1,1E,4,409,Cluster 2,003200 3,003200,Precinct 38,38.9300258314,-77.0215928633,,2025/11/01 14:59:00+00,,844516799,
393653.609999999,140624.75,25171772,2025/11/12 04:56:02+00,MIDNIGHT,OTHERS,THEFT/OTHER,3700 - 3799 BLOCK OF MACOMB STREET NW,393653.61,140624.75,3,3A,2,204,Cluster 14,001002 4,001002,Precinct 29,38.933483103,-77.0731967728,,2025/11/11 22:15:00+00,2025/11/11 22:57:00+00,844517679,
399027.369999997,137425.390000001,25172088,2025/11/12 15:38:27+00,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF BANNER LANE NW,399027.37,137425.39,6,6E,1,102,Cluster 8,004704 1,004704,Precinct 1,38.9046846037,-77.0112134026,,2025/11/09 23:15:00+00,2025/11/10 22:00:00+00,844517680,
398764.710000001,138304.289999999,25173714,2025/11/15 14:00:07+00,DAY,OTHERS,THEFT F/AUTO,200 - 299 BLOCK OF R STREET NW,398764.71,138304.29,5,5E,3,308,Cluster 21,004600 2,004600,Precinct 19,38.9126017076,-77.0142431775,,2025/11/13 01:00:00+00,2025/11/15 13:01:00+00,844517681,
398866.380000003,145075.859999999,25174554,2025/11/17 07:32:33+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,6890 - 6899 BLOCK OF LAUREL STREET NW,398866.38,145075.86,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9736020828,-77.013082088,,2025/11/17 04:36:00+00,2025/11/17 05:34:00+00,844517682,
405836.969999999,136773.199999999,25174566,2025/11/17 06:39:03+00,MIDNIGHT,OTHERS,THEFT/OTHER,4800 - 4899 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,405836.97,136773.2,7,7C,6,602,Cluster 31,007804 1,007804,Precinct 98,38.8987906035,-76.932711419,,2025/11/17 06:00:00+00,2025/11/17 06:45:00+00,844517683,
396934.859999999,139582.98,25175492,2025/11/19 02:08:35+00,EVENING,OTHERS,ROBBERY,2600 - 2798 BLOCK OF 15TH STREET NW,396934.86,139582.98,1,1A,3,304,Cluster 2,003702 1,003702,Precinct 36,38.9241160894,-77.0353474758,,2025/11/19 00:39:00+00,2025/11/19 00:40:00+00,844517684,
401727.130000003,137480.809999999,25175849,2025/11/19 20:39:29+00,EVENING,OTHERS,THEFT F/AUTO,1151 - 1198 BLOCK OF BLADENSBURG ROAD NE,401727.13,137480.81,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 78,38.9051826877,-76.9800878655,,2025/11/19 20:26:00+00,2025/11/19 20:38:00+00,844517685,
400702.950000003,140622.34,25176019,2025/11/20 01:40:11+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1000 - 1199 BLOCK OF NEWTON STREET NE,400702.95,140622.34,5,5B,5,504,Cluster 22,009301 2,009301,Precinct 73,38.9334840318,-76.9918924512,,2025/11/19 13:20:00+00,2025/11/19 23:15:00+00,844517686,
406145.263300002,137024.175500002,25176827,2025/11/21 17:22:01+00,DAY,OTHERS,BURGLARY,5000 - 5099 BLOCK OF HUNT STREET NE,406145.263267656,137024.175548589,7,7C,6,608,Cluster 31,007809 1,007809,Precinct 94,38.9010493794,-76.9291551707,,2025/11/21 16:31:00+00,2025/11/21 17:00:00+00,844517687,
397171.109999999,137408.25,25178233,2025/11/24 04:06:51+00,MIDNIGHT,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,397171.11,137408.25,2,2C,2,207,Cluster 8,010100 3,010100,Precinct 17,38.9045261865,-77.0326140595,DOWNTOWN,2025/11/24 03:15:00+00,2025/11/24 03:24:00+00,844517688,
397577.630000003,143785.940000001,25179897,2025/11/27 13:41:38+00,DAY,OTHERS,THEFT/OTHER,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,397577.63,143785.94,4,4B,4,402,Cluster 17,001901 1,001901,Precinct 58,38.9619795615,-77.0279498335,,2025/11/27 01:00:00+00,2025/11/27 02:00:00+00,844517689,
397973.640000001,141619.489999998,25424723,2025/10/31 14:30:58+00,DAY,OTHERS,THEFT/OTHER,4200 - 4299 BLOCK OF 8TH STREET NW,397973.64,141619.49,4,4C,4,407,Cluster 18,002400 3,002400,Precinct 46,38.9424645977,-77.0233741835,,2025/10/28 18:00:00+00,2025/10/28 20:30:00+00,844519287,
396354.210000001,147213.620000001,25424889,2025/11/17 21:02:31+00,EVENING,OTHERS,THEFT F/AUTO,1700 - 1999 BLOCK OF TULIP STREET NW,396354.21,147213.62,4,4A,4,401,Cluster 16,001600 4,001600,Precinct 62,38.9928526453,-77.0420841509,,2025/10/27 18:50:00+00,2025/11/08 19:54:00+00,844519288,
402835.479999997,139007.07,25424904,2025/11/17 21:32:31+00,EVENING,OTHERS,THEFT F/AUTO,2300 - 3099 BLOCK OF V STREET NE,402835.48,139007.07,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9189288774,-76.9673033629,,2025/11/08 07:00:00+00,2025/11/08 07:30:00+00,844519289,
396055.229999997,139384.649999999,25425014,2025/11/19 13:31:10+00,DAY,OTHERS,THEFT F/AUTO,1850 - 1947 BLOCK OF BILTMORE STREET NW,396055.23,139384.65,1,1C,3,303,Cluster 1,004001 1,004001,Precinct 25,38.9223259609,-77.0454903085,,2025/11/15 03:00:00+00,2025/11/17 03:10:00+00,844519290,
401713.049999997,140357.210000001,25165467,2025/10/31 10:44:07+00,MIDNIGHT,GUN,ROBBERY,1700 - 1799 BLOCK OF KEARNY STREET NE,401713.05,140357.21,5,5B,5,504,Cluster 22,009301 1,009301,Precinct 70,38.9310942713,-76.9802430172,,2025/10/31 08:45:00+00,2025/10/31 08:50:00+00,844519575,
405927.229999997,137780.670000002,25165857,2025/10/31 23:57:35+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,1300 - 1399 BLOCK OF 49TH STREET NE,405927.23,137780.67,7,7C,6,602,Cluster 31,007806 2,007806,Precinct 93,38.9078656424,-76.931662208,,2025/10/31 22:25:00+00,2025/10/31 23:30:00+00,844519576,
400083.810000002,142738.949999999,25166209,2025/11/01 15:35:52+00,DAY,GUN,ROBBERY,300 - 499 BLOCK OF GALLOWAY STREET NE,400083.81,142738.95,5,5A,4,406,Cluster 19,009508 4,009508,Precinct 66,38.9525513383,-76.9990331099,,2025/11/01 13:48:00+00,2025/11/01 14:00:00+00,844519577,
402093.560000002,136772.48,25166288,2025/11/01 18:09:35+00,DAY,OTHERS,THEFT F/AUTO,1900 - 1999 BLOCK OF BENNING ROAD NE,402093.56,136772.48,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,38.8988010033,-76.975865442,,2025/10/31 12:00:00+00,2025/11/01 17:00:00+00,844519578,
396307.960000001,137321.649999999,25166483,2025/11/02 00:44:23+00,EVENING,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF L STREET NW,396307.96,137321.65,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9037428616,-77.042564784,GOLDEN TRIANGLE,2025/11/01 22:30:00+00,2025/11/01 23:00:00+00,844519579,
402804.450000003,139507.600000001,25166518,2025/11/02 02:18:25+00,EVENING,OTHERS,THEFT F/AUTO,2800 - 2808 BLOCK OF DOUGLAS STREET NE,402804.45,139507.6,5,5C,5,503,Cluster 22,011100 1,011100,Precinct 71,38.9234379129,-76.9676591329,,2025/11/01 05:00:00+00,2025/11/01 08:00:00+00,844519580,
401605.4604,135140.545699999,25167196,2025/11/03 14:08:09+00,DAY,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF D STREET SE,401605.460351443,135140.545722841,7,7D,1,107,Cluster 26,006802 1,006802,Precinct 87,38.8841009593,-76.9814960675,,2025/11/02 22:00:00+00,2025/11/03 12:00:00+00,844519581,
397496.219999999,139395.43,25167935,2025/11/05 14:59:16+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF CLIFTON STREET NW,397496.22,139395.43,1,1B,3,304,Cluster 2,003600 3,003600,Precinct 23,38.9224283578,-77.0288731372,,2025/11/04 16:15:00+00,2025/11/04 17:30:00+00,844519582,
399352.488799997,134192.1699,25168044,2025/11/04 23:40:08+00,EVENING,OTHERS,ROBBERY,1200 - 1299 BLOCK OF HALF STREET SE,399352.488797352,134192.169945961,8,8F,1,106,Cluster 27,007201 1,007201,Precinct 131,38.8755588474,-77.0074620773,CAPITOL RIVERFRONT,2025/11/04 21:56:00+00,2025/11/04 22:00:00+00,844519583,
400437.600000001,140004.399999999,25168204,2025/11/05 05:26:38+00,MIDNIGHT,OTHERS,ROBBERY,3000 - 3099 BLOCK OF 8TH STREET NE,400437.6,140004.4,5,5F,5,502,Cluster 21,009201 1,009201,Precinct 74,38.9279176105,-76.9949532877,,2025/11/05 03:14:00+00,2025/11/05 03:15:00+00,844519584,
398099.119999997,138058.27,25170144,2025/11/08 19:12:03+00,DAY,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF 7TH STREET NW,398099.12,138058.27,2,2G,3,307,Cluster 7,004901 2,004901,Precinct 18,38.9103842884,-77.0219169019,,2025/11/05 16:00:00+00,2025/11/07 12:30:00+00,844519585,
400709.270000003,129315.739999998,25170245,2025/11/08 23:46:14+00,EVENING,OTHERS,THEFT/OTHER,812 - 899 BLOCK OF BARNABY STREET SE,400709.27,129315.74,8,8E,7,706,Cluster 39,009802 1,009802,Precinct 121,38.8316298213,-76.9918312279,,2025/11/07 19:00:00+00,2025/11/07 22:00:00+00,844519586,
400734.640000001,134296.379999999,25170918,2025/11/10 04:17:21+00,MIDNIGHT,OTHERS,THEFT/OTHER,11TH STREET SE AND M STREET SE,400734.63999864,134296.37999406,8,8F,1,106,Cluster 27,007100 1,007100,Precinct 131,38.8764975443,-76.9915337178,CAPITOL RIVERFRONT,2025/11/10 02:57:00+00,2025/11/10 04:00:00+00,844519587,
400840.659999996,139142.940000001,25171515,2025/11/11 07:20:26+00,MIDNIGHT,OTHERS,THEFT/OTHER,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,400840.66,139142.94,5,5C,5,505,Cluster 22,009102 3,009102,Precinct 72,38.9201570109,-76.9903059701,,2025/11/11 06:33:00+00,2025/11/11 06:45:00+00,844519588,
399518.859999999,142035.940000001,25171537,2025/11/11 11:51:23+00,MIDNIGHT,OTHERS,THEFT F/AUTO,4520 - 4599 BLOCK OF FORT TOTTEN DRIVE NE,399518.86,142035.94,5,5A,4,405,Cluster 19,009510 1,009510,Precinct 44,38.9462183028,-77.0055502708,,2025/11/11 00:00:00+00,2025/11/11 11:34:00+00,844519589,
399680.0,143441.449999999,25171557,2025/11/11 13:50:28+00,DAY,OTHERS,THEFT/OTHER,5600 - 5776 BLOCK OF 2ND STREET NE,399680,143441.45,4,4B,4,406,Cluster 19,009505 3,009505,Precinct 65,38.9588795897,-77.0036920692,,2025/11/10 21:30:00+00,2025/11/11 13:15:00+00,844519590,
399695.200000003,137774.0,25171788,2025/11/11 23:42:47+00,EVENING,OTHERS,ROBBERY,1300 - 1399 BLOCK OF 2ND STREET NE,399695.2,137774,6,6E,5,501,Cluster 25,010601 2,010601,Precinct 144,38.9078254892,-77.0035141787,NOMA,2025/11/11 22:38:00+00,,844519591,
396171.049999997,137945.800000001,25171959,2025/11/12 07:15:36+00,MIDNIGHT,OTHERS,THEFT/OTHER,1 - 7 BLOCK OF DUPONT CIRCLE NW,396171.05,137945.8,2,2B,2,208,Cluster 6,005502 3,005502,Precinct 14,38.9093648355,-77.0441466713,DUPONT CIRCLE,2025/11/12 06:20:00+00,2025/11/12 06:31:00+00,844519592,
398100.909999996,139013.640000001,25172167,2025/11/12 18:13:51+00,DAY,GUN,ROBBERY,GEORGIA AVENUE NW AND W STREET NW,398100.91001219,139013.63999844,1,1E,3,305,Cluster 3,003400 2,003400,Precinct 37,38.9189905845,-77.0218989057,,2025/11/12 15:00:00+00,2025/11/12 15:15:00+00,844519593,
401498.969999999,138734.57,25172306,2025/11/12 22:26:46+00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF NEW YORK AVENUE NE,401498.97,138734.57,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9164774036,-76.9827155922,,2025/11/12 21:15:00+00,2025/11/12 22:15:00+00,844519594,
397904.399999999,140846.07,25172956,2025/11/14 01:56:51+00,EVENING,OTHERS,THEFT/OTHER,3639 - 3649 BLOCK OF GEORGIA AVENUE NW,397904.4,140846.07,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 43,38.9354972411,-77.0241705089,,2025/11/14 01:11:00+00,2025/11/14 01:40:00+00,844519595,
400790.675300002,135354.955699999,25173260,2025/11/14 19:12:52+00,DAY,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF C STREET SE,400790.675294687,135354.95573904,6,6B,1,107,Cluster 26,006700 2,006700,Precinct 88,38.8860335569,-76.990886727,,2025/11/14 18:22:00+00,2025/11/14 19:08:00+00,844519596,
401427.159999996,137980.100000001,25175256,2025/11/18 17:43:21+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF MOUNT OLIVET ROAD NE,401427.16,137980.1,5,5D,5,506,Cluster 23,008804 2,008804,Precinct 78,38.9096810032,-76.9835451911,,2025/11/16 05:00:00+00,,844519597,
397431.259999998,138916.489999998,25166660,2025/11/02 08:32:20+00,MIDNIGHT,OTHERS,THEFT F/AUTO,13TH STREET NW AND V STREET NW,397431.25999557,138916.49001435,1,1B,3,305,Cluster 3,004401 2,004401,Precinct 22,38.9181137234,-77.0296204521,,2025/11/02 08:21:00+00,2025/11/02 08:22:00+00,844520487,
396676.149999999,140212.609999999,25167650,2025/11/04 05:20:08+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1600 - 1699 BLOCK OF KENYON STREET NW,396676.15,140212.61,1,1D,3,302,Cluster 2,002702 1,002702,Precinct 39,38.9297870531,-77.038333992,,2025/11/04 04:02:00+00,2025/11/04 05:17:00+00,844520488,
397616.210000001,142721.039999999,25170352,2025/11/09 01:17:05+00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,5100 - 5199 BLOCK OF GEORGIA AVENUE NW,397616.21,142721.04,4,4D,4,403,Cluster 18,002101 4,002101,Precinct 56,38.9523867696,-77.0275009875,,2025/11/09 00:48:00+00,2025/11/09 01:08:00+00,844520489,
401305.439999998,138586.559999999,25170880,2025/11/10 02:00:12+00,EVENING,OTHERS,THEFT F/AUTO,2000 - 2099 BLOCK OF FENWICK STREET NE,401305.44,138586.56,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9151443891,-76.9849474402,,2025/11/10 00:00:00+00,2025/11/10 01:30:00+00,844520490,
402466.060000002,139176.640000001,25170922,2025/11/10 04:17:13+00,MIDNIGHT,OTHERS,THEFT F/AUTO,2100 - 2199 BLOCK OF 24TH PLACE NE,402466.06,139176.64,5,5C,5,503,Cluster 22,011100 1,011100,Precinct 71,38.9204575335,-76.971562629,,2025/11/08 04:46:00+00,2025/11/08 05:11:00+00,844520875,
401393.890000001,138543.59,25170925,2025/11/10 04:13:40+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1400 - 1498 BLOCK OF OKIE STREET NE,401393.89,138543.59,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9147571652,-76.9839276423,,2025/11/10 03:33:00+00,2025/11/10 04:06:00+00,844520876,
401822.200000003,137058.440000001,25171662,2025/11/11 19:06:37+00,DAY,OTHERS,THEFT/OTHER,900 - 979 BLOCK OF 17TH STREET NE,401822.2,137058.44,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.9013776378,-76.9789929211,,2025/11/11 18:24:00+00,2025/11/11 19:00:00+00,844520877,
400686.530500002,135234.473999999,25171893,2025/11/12 03:00:57+00,EVENING,OTHERS,ROBBERY,1000 - 1099 BLOCK OF SOUTH CAROLINA AVENUE SE,400686.53049459,135234.473978928,6,6B,1,107,Cluster 26,006700 3,006700,Precinct 88,38.8849482987,-76.9920872137,,2025/11/12 02:08:00+00,2025/11/12 02:20:00+00,844520878,
400233.789999999,136927.879999999,25172254,2025/11/12 21:24:38+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF H STREET NE,400233.79,136927.88,6,6C,1,104,Cluster 25,008302 2,008302,Precinct 83,38.9002033642,-76.9973048161,,2025/11/12 20:44:00+00,2025/11/12 21:00:00+00,844520879,
397539.439999998,139873.98,25173598,2025/11/15 06:26:21+00,MIDNIGHT,OTHERS,ROBBERY,1100 - 1299 BLOCK OF HARVARD STREET NW,397539.44,139873.98,1,1A,3,304,Cluster 2,003600 3,003600,Precinct 36,38.9267394102,-77.0283764474,,2025/11/15 05:38:00+00,2025/11/15 05:56:00+00,844520880,
400532.759999998,139523.199999999,25174163,2025/11/16 09:01:28+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,2542 - 2699 BLOCK OF REED STREET NE,400532.76,139523.2,5,5B,5,504,Cluster 21,009302 1,009302,Precinct 74,38.9235827563,-76.9938562089,,2025/11/16 08:20:00+00,,844520881,
396839.770000003,140889.359999999,25174830,2025/11/18 01:02:44+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3517 - 3648 BLOCK OF 16TH STREET NW,396839.77,140889.36,1,1D,3,302,Cluster 2,002704 2,002704,Precinct 40,38.9358840261,-77.0364500776,,2025/11/17 19:42:00+00,2025/11/17 20:26:00+00,844520882,
400660.399999999,129046.359999999,25175597,2025/11/19 08:50:18+00,MIDNIGHT,OTHERS,ROBBERY,800 - 899 BLOCK OF CHESAPEAKE STREET SE,400660.4,129046.36,8,8E,7,706,Cluster 39,009700 1,009700,Precinct 125,38.8292031593,-76.9923943297,,2025/11/19 05:58:00+00,2025/11/19 06:58:00+00,844520883,
398373.409999996,134292.48,25176491,2025/11/21 00:55:15+00,EVENING,OTHERS,THEFT F/AUTO,400 - 499 BLOCK OF M STREET SW,398373.41,134292.48,6,6D,1,105,Cluster 9,010201 1,010201,Precinct 142,38.8764612141,-77.0187454578,SOUTHWEST,2025/11/20 14:30:00+00,2025/11/20 16:00:00+00,844520884,
406461.338100001,135770.829500001,25176558,2025/11/21 03:56:36+00,EVENING,OTHERS,THEFT/OTHER,5300 - 5325 BLOCK OF EAST CAPITOL STREET,406461.338051949,135770.829467426,7,7C,6,604,Cluster 33,009903 2,009903,Precinct 105,38.8897565166,-76.9255231354,,2025/11/21 02:15:00+00,2025/11/21 02:42:00+00,844520885,
397694.829999998,146283.34,25177623,2025/11/24 00:26:53+00,EVENING,OTHERS,THEFT/OTHER,7816 - 7899 BLOCK OF GEORGIA AVENUE NW,397694.83,146283.34,4,4A,4,401,Cluster 16,001600 1,001600,Precinct 62,38.9844770368,-77.0266059526,,2025/11/22 23:10:00+00,2025/11/22 23:41:00+00,844520886,
398784.140000001,138792.170000002,25177963,2025/11/24 00:33:22+00,EVENING,OTHERS,THEFT/OTHER,137 - 199 BLOCK OF U STREET NW,398784.14,138792.17,5,5E,3,306,Cluster 21,003301 2,003301,Precinct 135,38.9169967208,-77.0140200091,,2025/11/23 16:42:00+00,2025/11/23 18:38:00+00,844520887,
397162.07,140587.510000002,25178249,2025/11/24 04:56:38+00,MIDNIGHT,OTHERS,ASSAULT W/DANGEROUS WEAPON,14TH STREET NW AND MERIDIAN PLACE NW,397162.07001132,140587.5100159,1,1A,4,408,Cluster 2,002900 2,002900,Precinct 41,38.9331659708,-77.0327314229,,2025/11/24 02:59:00+00,2025/11/24 04:22:00+00,844520888,
396455.479999997,139555.850000001,25179092,2025/11/25 23:54:06+00,EVENING,OTHERS,THEFT/OTHER,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,396455.48,139555.85,1,1C,3,303,Cluster 1,003802 2,003802,Precinct 35,38.9238698908,-77.0408755892,ADAMS MORGAN,2025/11/25 12:00:00+00,2025/11/25 21:23:00+00,844520889,
400489.140000001,135648.2456,25179164,2025/11/25 22:46:29+00,EVENING,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF A STREET SE,400489.139998407,135648.245627312,6,6B,1,107,Cluster 26,006700 3,006700,Precinct 89,38.8886758427,-76.9943619948,,2025/11/25 20:57:00+00,2025/11/25 22:50:00+00,844520890,
400042.285300002,135469.23,25179213,2025/11/26 01:49:09+00,EVENING,OTHERS,BURGLARY,200 - 299 BLOCK OF 5TH STREET SE,400042.285341992,135469.230043146,6,6B,1,107,Cluster 26,006600 2,006600,Precinct 89,38.8870633378,-76.9995126148,,2025/11/25 17:07:00+00,2025/11/25 18:55:00+00,844520891,
404541.469999999,136535.379999999,25180320,2025/11/28 18:57:53+00,DAY,OTHERS,THEFT/OTHER,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,404541.47,136535.38,7,7F,6,602,Cluster 30,007803 1,007803,Precinct 99,38.8966558827,-76.9476475094,,2025/11/28 15:00:00+00,2025/11/28 16:00:00+00,844520892,
403516.7245,133455.8127,25175583,2025/11/19 06:34:22+00,MIDNIGHT,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF PENNSYLVANIA AVENUE SE,403516.724545217,133455.812729278,7,7B,6,605,Cluster 34,009901 2,009901,Precinct 109,38.8689186523,-76.9594761766,,2025/11/19 04:52:00+00,2025/11/19 05:35:00+00,844521632,
397497.460000001,136718.530000001,25176244,2025/11/20 16:34:39+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF G STREET NW,397497.46,136718.53,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8983139331,-77.0288490823,DOWNTOWN,2025/11/20 15:40:00+00,2025/11/20 15:41:00+00,844521633,
401014.3917,134846.880399998,25176622,2025/11/21 05:32:11+00,MIDNIGHT,OTHERS,SEX ABUSE,13TH STREET SE AND PENNSYLVANIA AVENUE SE,401014.39167889,134846.88044257,6,6B,1,106,Cluster 26,007100 3,007100,Precinct 91,38.8814563898,-76.9883089362,CAPITOL HILL,2025/11/20 08:00:00+00,2025/11/20 08:30:00+00,844521634,
394650.049999997,141697.59,25176965,2025/11/21 21:05:07+00,EVENING,OTHERS,THEFT/OTHER,2900 - 3049 BLOCK OF VAN NESS STREET NW,394650.05,141697.59,3,3F,2,203,Cluster 12,001303 2,001303,Precinct 34,38.9431541919,-77.0617125934,,2025/11/21 04:50:00+00,2025/11/21 20:57:00+00,844521635,
